Id,SalePrice
1461,119005.82896361627
1462,151358.61914163793
1463,181790.40903309517
1464,197196.88075228466
1465,194030.76082955502
1466,173998.3620672833
1467,178824.39669347557
1468,160495.6427070462
1469,199463.47521675384
1470,117187.22271783385
1471,196292.23256642846
1472,100903.43195141302
1473,97248.89549610902
1474,145129.4196218585
1475,113582.29924581405
1476,353181.25487662054
1477,243276.3340860334
1478,300020.00100309146
1479,285970.2556079763
1480,471744.8898005304
1481,313406.1049227356
1482,209306.4252885267
1483,182310.32145394717
1484,160177.71794473968
1485,194937.22561400651
1486,199541.26957498363
1487,308243.36473749793
1488,231809.25007019704
1489,190734.41995489033
1490,228613.3814372902
1491,197167.61608933558
1492,92620.71340361556
1493,189269.2396429511
1494,288906.6974669502
1495,279729.2888089714
1496,228984.12221048406
1497,178057.6846913169
1498,161957.93875956052
1499,160412.39612868943
1500,153279.9885341403
1501,183036.45524432146
1502,148131.41541086158
1503,283507.9733481174
1504,239527.82593696046
1505,221341.9052443985
1506,186283.66465544698
1507,246234.61741806025
1508,197623.74502128706
1509,164336.19743725652
1510,140541.2002510029
1511,147402.48708344004
1512,175768.29146839003
1513,151556.58222225346
1514,153511.3157088849
1515,195741.7433220565
1516,161858.16268243993
1517,171346.48914162294
1518,131201.55088046606
1519,216773.8652957797
1520,125705.1037588316
1521,130439.55425400022
1522,184625.54595128086
1523,108994.02667251811
1524,125158.55566419466
1525,120553.26580442756
1526,113166.11527120092
1527,105025.38870629868
1528,141939.95446318723
1529,144773.34979985622
1530,186136.184982029
1531,107755.75767855703
1532,99252.68184816613
1533,144527.68821724073
1534,124471.81204359062
1535,157703.6140027938
1536,109190.71664293075
1537,60007.514357859036
1538,149235.58805660036
1539,192398.44237585383
1540,103920.03817289382
1541,138482.10902012192
1542,139961.40433981924
1543,188128.1948390485
1544,87075.47977352954
1545,118318.96189085534
1546,130550.11948588458
1547,127467.36897275783
1548,139111.47754878132
1549,118184.54800814964
1550,131711.28549489126
1551,111997.31244743052
1552,130849.2424536295
1553,146766.12368254032
1554,117840.58029254236
1555,157344.83972036038
1556,85846.12567804167
1557,108482.92101573604
1558,100710.51797667914
1559,64624.26173385575
1560,139999.60795020158
1561,126308.40127071197
1562,127191.69476552561
1563,119286.80086039592
1564,153288.4185806823
1565,151425.25487483476
1566,236200.0521751163
1567,76146.43572319525
1568,225926.26169424792
1569,124127.91267807952
1570,140256.95580472623
1571,130705.02781958718
1572,143331.63531964127
1573,240947.1296388374
1574,121298.79484986715
1575,226825.0733227243
1576,242514.07161320944
1577,181676.80170698653
1578,144719.06459295453
1579,144022.7598109246
1580,196918.49967575763
1581,154930.71228136425
1582,122064.0045318257
1583,291565.77164547733
1584,218858.88409850973
1585,137449.2675238569
1586,64395.90633362141
1587,104784.4499533765
1588,152201.28542889367
1589,100560.44441949399
1590,135698.8743083122
1591,92744.08388310253
1592,119410.068372883
1593,121572.82673948487
1594,120952.46026965482
1595,103956.299714451
1596,219780.06369855898
1597,193058.30471713998
1598,227601.15375836732
1599,172840.14170653603
1600,162303.54580255988
1601,65706.09235274947
1602,116893.72772451238
1603,75527.24173295304
1604,267711.00252517423
1605,248892.30598836712
1606,169512.2066487699
1607,174485.0584581468
1608,218515.65480476804
1609,184893.0289756685
1610,151375.38729878762
1611,143709.58536449933
1612,168040.77615177384
1613,163869.91441941893
1614,126968.52296848194
1615,94988.68457251287
1616,80078.71340916757
1617,95430.65948216668
1618,123172.92916488525
1619,136932.59167003
1620,145152.68969068825
1621,144992.28922234222
1622,142253.12004997375
1623,269568.65587620717
1624,213805.540231381
1625,118459.75215896581
1626,175377.6432088944
1627,192882.35361416056
1628,293080.85265874956
1629,182734.33073245737
1630,333657.65839587967
1631,221168.60744133437
1632,240649.54874415332
1633,176296.33116222406
1634,183769.59390294674
1635,176827.9893034374
1636,150366.31110141348
1637,197236.2026941037
1638,187847.98836250484
1639,194834.27252301396
1640,260890.11932884197
1641,189055.83636846932
1642,237339.58110731715
1643,208430.3137463729
1644,234248.83605888035
1645,188397.17961436274
1646,158175.5136176854
1647,164366.98725395225
1648,127631.4306836348
1649,135558.8975824599
1650,110455.57566400224
1651,122169.2261359568
1652,101157.05199297285
1653,102362.61877769128
1654,142766.13128790187
1655,134224.8136145956
1656,138054.5659457913
1657,144023.19012915526
1658,141242.19155693147
1659,119756.33898371579
1660,154740.24510681964
1661,415015.3579601798
1662,392096.6342270734
1663,376976.32076885947
1664,486664.5616484984
1665,305786.3004904743
1666,322549.97183316416
1667,371935.2141364881
1668,338186.87599086284
1669,310513.6687936698
1670,345683.2844250971
1671,257473.98005790985
1672,417346.2952581445
1673,281554.11551327596
1674,237265.58453584788
1675,194763.79284969403
1676,190991.75048262975
1677,217350.90853359786
1678,459140.7976645859
1679,377618.0485893899
1680,325941.71980300086
1681,250541.4361189406
1682,312691.23958889156
1683,180549.54226694017
1684,177065.1125645174
1685,175057.493247415
1686,166669.1455837508
1687,175564.97600113423
1688,192311.82922622192
1689,197058.59676414542
1690,198183.82489553763
1691,189702.62852049115
1692,275303.3719485043
1693,172705.43032553073
1694,181613.14252040727
1695,165899.69007112656
1696,266965.13228588627
1697,170784.8542334068
1698,323110.8939306244
1699,295411.4753871317
1700,245143.47986133624
1701,267552.83458293317
1702,239179.99881845497
1703,236308.80299410454
1704,276247.67446438083
1705,239559.6288795275
1706,414190.61238192813
1707,209895.8205497269
1708,197203.01475156474
1709,262483.73832500004
1710,219783.24003182809
1711,272683.6588181581
1712,245626.79863262267
1713,271456.0311579672
1714,222700.58009506276
1715,205001.23816241854
1716,179074.72031760775
1717,174543.61692544646
1718,138224.62986701066
1719,213291.58664428216
1720,246744.37202024183
1721,166395.76052267512
1722,128493.18081478158
1723,156654.43865846525
1724,205085.46549830228
1725,234374.49639424297
1726,191716.18779747866
1727,154779.96259786328
1728,181981.57604022944
1729,165658.7308953135
1730,157746.47398317535
1731,121751.22874192457
1732,121688.66427536501
1733,112186.62780842374
1734,121710.28027479713
1735,126873.42772711292
1736,106740.15959908448
1737,299906.6850644405
1738,240314.80852821737
1739,237827.69953463416
1740,199995.23776795313
1741,180891.15696169244
1742,174859.41189192078
1743,178370.10569174457
1744,321122.13990999
1745,226880.43209822703
1746,200820.77381784035
1747,213217.2568868313
1748,219439.01322691905
1749,144221.83800260272
1750,130013.42977473962
1751,261368.64812266163
1752,114898.89275186534
1753,149721.378859967
1754,198525.7583317203
1755,168788.10100280325
1756,120597.36297938516
1757,116862.66104530211
1758,141769.3930306309
1759,162703.0937346552
1760,163802.7922425531
1761,150065.02650146128
1762,176104.82239790878
1763,187752.00463970707
1764,112809.12651234346
1765,174773.09288367582
1766,184796.76835769226
1767,225614.25224027148
1768,137229.38541637646
1769,174839.63306256945
1770,148801.3436085203
1771,125324.13997539866
1772,134100.88238730645
1773,124997.61151478326
1774,149414.50975196194
1775,134917.5208691078
1776,129644.2307912041
1777,107318.13883728842
1778,136824.16462736082
1779,109596.69883393288
1780,183894.8453296681
1781,128198.0253082342
1782,84882.75057208199
1783,139785.78289069238
1784,104916.68854993822
1785,126400.49786756886
1786,140013.2781180352
1787,163377.73226881295
1788,60578.738293200455
1789,96878.25001131446
1790,75003.74286045808
1791,183598.5233673622
1792,163508.44581072434
1793,131481.67546754068
1794,151149.1106440719
1795,136208.50888413715
1796,129776.56817996058
1797,113183.86560689064
1798,118762.79102157587
1799,107131.52991323944
1800,131107.70255034915
1801,123603.77176983251
1802,148102.11477569857
1803,151502.16271500976
1804,136683.7789234685
1805,134643.359944711
1806,128336.69638459293
1807,142328.680382548
1808,123366.30340255339
1809,122670.18293921574
1810,138548.784039232
1811,98092.30489653915
1812,102146.27336560552
1813,121568.28541258798
1814,92043.04928341444
1815,54136.86692865279
1816,97919.79632193896
1817,103318.43915466976
1818,141766.34317648085
1819,126803.3923488553
1820,57372.59209144115
1821,121965.17453807163
1822,149054.40515905237
1823,47148.98710100053
1824,134387.9795616723
1825,134697.30208566377
1826,104517.54203621842
1827,103228.98413847198
1828,136255.2449777596
1829,127027.53250870555
1830,139251.36355508197
1831,150288.4037936026
1832,76146.51384584054
1833,142351.93976943602
1834,121187.46448476803
1835,130829.89670973449
1836,125143.67398972799
1837,87486.54784411663
1838,130628.7013475274
1839,96193.45496297529
1840,144240.45519854155
1841,144301.66281753877
1842,88582.9472429995
1843,124288.17805689886
1844,140200.70578960466
1845,140209.3050046549
1846,154276.95702039512
1847,165643.65776750701
1848,48951.10248075619
1849,113747.61638223295
1850,118152.98173157049
1851,157038.69795163386
1852,123196.00204259962
1853,123168.39180741616
1854,169958.37469234597
1855,151261.80066139245
1856,228800.7883840963
1857,137962.47055204288
1858,136258.38912676778
1859,122275.18836535446
1860,145086.32932089834
1861,121486.6686309291
1862,300732.66939473076
1863,281155.8292028439
1864,281253.59884568857
1865,351503.9700457853
1866,338896.9735758892
1867,227241.2497684864
1868,297146.4146003612
1869,200125.13932628644
1870,225025.08890235575
1871,255678.98606910236
1872,175757.16977365638
1873,228756.417948303
1874,152093.17632989812
1875,202410.457655797
1876,200330.08396381844
1877,212582.70989304292
1878,208870.2227442581
1879,127841.13574453401
1880,130851.92839972264
1881,241450.62530330048
1882,248662.83511744245
1883,190606.46645629106
1884,207712.95594991883
1885,249527.14270122253
1886,294632.274667072
1887,215226.1566598345
1888,270856.29329647566
1889,173130.89219065054
1890,118179.24796159413
1891,140733.05733895782
1892,97446.33221494059
1893,130777.88708567052
1894,124526.09989946446
1895,139836.60578820528
1896,128006.16030143952
1897,109694.69885754654
1898,112945.35327614706
1899,157952.63094797338
1900,156963.6510269235
1901,164225.77427514372
1902,156575.0063871814
1903,216219.32086378505
1904,142647.0044524707
1905,199242.2021004207
1906,158454.70486456298
1907,222041.61443298956
1908,110872.56308035899
1909,133166.97566981695
1910,118898.02900198815
1911,221043.55180952314
1912,333474.9854643432
1913,141086.40578682534
1914,60773.41156600233
1915,305202.8590664164
1916,65562.88948770348
1917,259104.64743404402
1918,142979.21958644112
1919,184338.08972735624
1920,160472.13559657545
1921,380364.3056536478
1922,323906.88850123604
1923,236201.2532976725
1924,218402.81242988375
1925,201113.49347570934
1926,380538.28020952025
1927,134246.09161558902
1928,161425.52380255132
1929,123364.93091069303
1930,134328.07032976625
1931,141183.48588588106
1932,146184.8739908255
1933,179038.12150118378
1934,183864.63547233684
1935,171948.34125856767
1936,196501.02840769448
1937,187845.2862939042
1938,173324.72784779355
1939,231592.63822851938
1940,186187.6135099937
1941,170831.7905411329
1942,190155.18557555487
1943,208632.37366265868
1944,346262.44157618796
1945,382365.64959700534
1946,133623.026657362
1947,308850.72247738694
1948,166202.19029519096
1949,256135.11189776447
1950,189057.5476514105
1951,246340.75621848172
1952,217275.96260674455
1953,167490.29673751217
1954,191283.69425213008
1955,137482.17421327226
1956,293557.5981875965
1957,157998.67550668435
1958,302848.5479687704
1959,144215.60455921688
1960,115395.15403835873
1961,115727.3897290876
1962,102779.15231514687
1963,110121.87662027402
1964,107042.5177905481
1965,137863.206149313
1966,138207.97770447074
1967,294256.7210408499
1968,412490.6856897061
1969,389841.3279161921
1970,402224.41034141753
1971,460688.28557784733
1972,369795.43426755787
1973,265173.96146217216
1974,330810.40869283193
1975,532288.745892934
1976,271233.20898989757
1977,358956.4222140686
1978,333066.227915885
1979,327594.5659734706
1980,201996.76699924542
1981,348644.15333171113
1982,215128.5859788782
1983,202303.78921984797
1984,169200.3454008013
1985,225986.99863865625
1986,207008.46339337854
1987,186044.90349033423
1988,174345.24455049273
1989,197384.1406030889
1990,212085.31535074484
1991,225843.36410392795
1992,225770.65431628912
1993,173318.15977342337
1994,242566.52076975795
1995,184032.25838621397
1996,253651.45732261532
1997,305871.94601500354
1998,307123.45180659165
1999,256761.99005118958
2000,301324.22306935914
2001,262631.44373081357
2002,237208.25871377622
2003,247444.36151885288
2004,284218.4301066649
2005,226488.62005478682
2006,220160.95696957616
2007,250892.3367315125
2008,211605.2079855223
2009,198100.83576464799
2010,198711.12444488858
2011,149465.695077558
2012,173344.82073196195
2013,178421.1081621211
2014,188327.03672443866
2015,206382.69135108677
2016,191222.9091137306
2017,198843.15897885596
2018,116322.50101467177
2019,130581.24212610882
2020,107604.80492371126
2021,98654.37098688306
2022,185372.6067033656
2023,143972.06828087103
2024,264162.4914529575
2025,344252.4394973154
2026,171286.79846622818
2027,155434.0667389128
2028,151874.78918148187
2029,164915.16799908315
2030,270618.17528704
2031,234994.90534993546
2032,252781.81067282925
2033,256845.81496466708
2034,168704.7764185865
2035,220550.22099400696
2036,200978.18354693617
2037,206147.25274162722
2038,323819.88549146487
2039,227485.5254229497
2040,312835.0986319847
2041,300568.57521734905
2042,206981.87973383977
2043,174030.64080906703
2044,182007.51779795063
2045,213761.46879800584
2046,145869.57569425818
2047,147825.57786447054
2048,139829.4601371216
2049,143562.596759213
2050,180760.3078955526
2051,102544.58916643221
2052,121617.98594376902
2053,148386.54119489674
2054,93735.1401649912
2055,156937.8516260511
2056,149165.99749706112
2057,114565.04852290677
2058,216630.4952277486
2059,129739.28646265346
2060,172755.34171446756
2061,180359.9576138747
2062,126188.11377108392
2063,115685.14045677017
2064,132745.8061652371
2065,118968.3319656771
2066,167220.3303366817
2067,114342.88896786263
2068,147431.98682530012
2069,86112.06769818992
2070,114028.15782821705
2071,91733.09890115609
2072,136474.44933835184
2073,131731.6334002012
2074,184798.72447902273
2075,152721.87371644066
2076,112017.87288705423
2077,147203.75436123137
2078,122891.61674602845
2079,135335.8318227143
2080,114089.23852669648
2081,126177.106427022
2082,121129.90498818405
2083,146131.54153601022
2084,103008.88464359385
2085,113059.91816931071
2086,124551.11283372113
2087,127541.31568595828
2088,101992.50152222902
2089,75723.97466093731
2090,124482.16291298211
2091,106450.47519416541
2092,121939.08614953347
2093,127944.26322783307
2094,116422.0899301522
2095,145196.94790734505
2096,86624.92620140038
2097,98446.68505339306
2098,146540.6658239061
2099,51436.26675422356
2100,77932.96766570528
2101,118239.44508404456
2102,134982.9682969982
2103,101831.29315792935
2104,147812.41545627464
2105,127031.28444282615
2106,60966.38889421909
2107,187368.27920865794
2108,117788.44426534977
2109,111433.63392730804
2110,133031.2641262321
2111,139184.21334405316
2112,138119.41980454235
2113,121311.13688380866
2114,120052.617675969
2115,159837.91675826663
2116,115255.52642460422
2117,148650.5423275446
2118,127191.47040931878
2119,113061.11801945987
2120,114216.09066612805
2121,101922.67209299613
2122,112988.83800167705
2123,83141.02573029185
2124,160126.68176062277
2125,128202.29584741223
2126,146896.91489253787
2127,154880.86484571928
2128,127173.89540760052
2129,93726.63260624927
2130,134720.46441449353
2131,144283.18809450467
2132,115797.24094613738
2133,120544.32758142606
2134,118213.0682904194
2135,95228.20677894585
2136,80837.78423789723
2137,105427.59045738653
2138,131571.51137951962
2139,152932.76069354225
2140,140044.53385858383
2141,164991.40131438393
2142,127704.51366359257
2143,144627.80350876076
2144,121322.3755426606
2145,135683.04152144294
2146,172457.64286464994
2147,143037.91173761277
2148,133701.0625669584
2149,146635.71209929767
2150,226888.98119868804
2151,121728.5148681318
2152,182263.81719842277
2153,163086.45393232684
2154,106781.28026932882
2155,149528.01514146355
2156,260628.1960749221
2157,230842.54430305344
2158,241831.69639796414
2159,216298.99886089648
2160,187647.55588231503
2161,239306.00136307764
2162,391231.25926739204
2163,343038.0915841156
2164,252320.82423916357
2165,201846.94223355508
2166,156754.09286152758
2167,217836.68215552502
2168,194316.2944694948
2169,198918.45128139062
2170,219620.53274743262
2171,159510.99142421124
2172,129830.24199448207
2173,175297.75570331817
2174,223568.2594685118
2175,288799.7422794745
2176,312462.3743511006
2177,233745.01387510574
2178,219209.0187445811
2179,139116.5835126193
2180,210298.30694875174
2181,196342.6293632531
2182,226809.91021713207
2183,192160.7516400463
2184,123704.11168406125
2185,137801.4593952511
2186,146787.9737703749
2187,154779.18127344246
2188,159571.4798367241
2189,272787.6018714111
2190,83078.87730651937
2191,84517.69191057576
2192,88749.13863106322
2193,115929.29563015126
2194,97251.25821036307
2195,104443.83141692623
2196,103415.20997350238
2197,117011.28989057378
2198,153169.34190516485
2199,170381.4062538944
2200,150831.88633235244
2201,144864.60518710583
2202,212721.00935853526
2203,134649.03622365248
2204,173991.21499108427
2205,117664.35545022831
2206,135418.44376483743
2207,211831.47630446995
2208,258361.00605635915
2209,228414.41881394584
2210,119523.98325790538
2211,119679.38490367228
2212,117616.63037597282
2213,101387.31115091777
2214,137340.58371496946
2215,100606.67713997864
2216,144533.06071129942
2217,64024.04758668702
2218,75519.87084163046
2219,70735.78181264401
2220,69924.70889898845
2221,305956.45153426914
2222,278243.03715931525
2223,295359.36707931134
2224,212490.4899279454
2225,121498.683745092
2226,182096.85223975414
2227,192204.7394763408
2228,271001.6567164393
2229,258571.57620898203
2230,151482.3346831167
2231,214264.2702212633
2232,178663.99959101874
2233,183285.34896608203
2234,245229.2498369473
2235,219187.15349296914
2236,260807.40234486217
